;review_comment_message;price;freight_value;payment_type;product_description_lenght;review_score;customer_state;seller_state;product_photos_qty;product_category_name
42412;"pedido com 02 itens, recebi apena 01 item. item recebido refere-se a 01 jogo com 05 toalhas, que vou usar como pano de chão.
o outro jogo solicitados não recebi, então não poderei avaliar. ";149.0;39.31;credit_card;597.0;2;RJ;SC;1.0;cama_mesa_banho
15732;NO ANUNCIO DIZIA SER AMBOS OS LADOS IGUAIS POREM O MATERIAL TEM LADOS DIFERENTES, OU SEJA, UM LADO MAIOR E O OUTRO LADO MENOR.;16.3;7.87;credit_card;215.0;3;SP;SP;1.0;eletrodomesticos
78211;A mesa que recebi não é nem ao menos parecida coma que comprei. Não dá nem pra.considerar o mesmo tipo de produto.;99.99;14.43;credit_card;1390.0;1;PR;PR;2.0;informatica_acessorios
90508;"Produto veio com avarias no pé. Ligamos para o fabricante que disse que não era problema deles e sim da baratheon e desligou o telefone na minha cara.
Tentamos troca pela baratheon e sempre dava erro.";399.9;93.61;credit_card;1343.0;1;SP;SP;10.0;utilidades_domesticas
71975;O produto não foi entregue conforme o prazo e não consigo receber meu dinheiro de volta pela lannister.;49.9;15.1;boleto;581.0;1;PR;SP;3.0;automotivo
64395;Odiei a entrega pelos correios. Tive problemas com o entregador que se recusou entregar o produto na minha casa me fazendo receber na rua e me ameaçando se não fosse buscar na rua levaria embora.;189.0;46.79;credit_card;126.0;1;RJ;SP;1.0;moveis_cozinha_area_de_servico_jantar_e_jardim
27330;Bom dia eu fiz uma compra de 03 peças só mim entregarou só 01 a caixa não estava violada;59.9;17.67;credit_card;366.0;1;GO;SP;2.0;ferramentas_jardim
110016;Excelente ;55.0;19.88;credit_card;117.0;3;SP;MG;7.0;moveis_decoracao
46899;Película péssima qualidade ;49.0;7.78;boleto;756.0;3;SP;SP;2.0;telefonia
113022;"Acho que deveria explicar melhor o que está sendo oferecido, para que o consumidor não tenha duvidas na Hora da compra. 
Pedi k1 que tem os nomes no fone de ouvido e veio kb1 que não vem.";95.9;19.58;credit_card;1198.0;1;CE;SP;2.0;eletronicos
17308;A loja não cumpri prazo estipulado.;69.9;19.98;credit_card;903.0;2;RJ;SP;6.0;moveis_decoracao
110727;Comprei 2 garrafas termicas, mas só recebi 1.;52.99;9.36;boleto;1031.0;1;SP;SP;2.0;moveis_decoracao
101516;até o momento não recebemos os produtos ;199.9;29.66;credit_card;221.0;1;PE;SP;2.0;esporte_lazer
101464;O produto ainda não foi entregue. Se eu soubesse que essa loja usava os correios nem teria comprado, pois os correios estão dificultando os esclarecimentos.;99.9;20.19;credit_card;238.0;1;RJ;SP;2.0;esporte_lazer
95358;É medicamento requer tempo pra saber ainda;150.0;15.8;credit_card;2894.0;3;MG;SP;1.0;beleza_saude
54355;Recebi parcialmente o pedido. De três relógios, recebi apenas dois e quero saber porque!;108.0;36.08;boleto;3006.0;3;PI;RJ;2.0;relogios_presentes
53961;O papel enruga um pouco ao ser aplicado. Mas é de fácil aplicação;49.9;13.71;credit_card;3571.0;3;SP;SP;1.0;moveis_decoracao
115411;Não mandaram o produto da marca que comprei;27.9;25.63;boleto;660.0;1;PA;SP;1.0;automotivo
43518;O EVA tem um cheiro muito forte, como o de algum solvente. Mas o material é de boa qualidade.;27.9;19.39;credit_card;350.0;3;MG;SP;3.0;esporte_lazer
1587;"O produto veio com defeito. Solicitei a entrega e não obtive nenhuma resposta.
Horrível ";119.0;13.49;debit_card;812.0;1;SP;SP;1.0;relogios_presentes
51091;no site, aparece ou aparente ser dois fones, mas só chegou um, e a cor era bege e chegou preto;49.0;34.15;boleto;497.0;2;PB;SP;1.0;telefonia
94687;Comprei 2 unidades,porém, só recebi 1 unidade do produto. ;36.5;16.11;credit_card;221.0;3;SP;MG;1.0;cama_mesa_banho
10638;Faltou uma unidade comprei duas unidade e recebi uma empresa não é confiável espero um esclarecimento...;75.0;18.41;boleto;669.0;2;MS;SP;2.0;telefonia
27585;"FIZ UMA COMPRA DE DUAS LUMINÁRIAS , MEIA LUA , DIVULGADA NO SITE DA PROMOM.
 NO DIA 25/06 RECEBI APENAS UMA DELAS, 
ESTOU NO AGUARDO DA OUTRA LUMINARIA. 
É MINHA PRIMEIRA COMPRA E ESTOU CHATEAD";59.9;13.44;credit_card;340.0;2;SP;SP;2.0;ferramentas_jardim
74592;Muito ruim;19.69;16.11;credit_card;826.0;1;RJ;SP;1.0;informatica_acessorios
43535;não recomendo pois não entregou no prazo e não consigo falar com eles, é muito ruim a targaryen;59.9;17.67;credit_card;501.0;1;SC;SP;3.0;pet_shop
113787;Fiz minha compra dia 17/08/2018 agora e dia 27/08/ e ainda nao recebi o produto;12.9;7.39;boleto;379.0;2;SP;SP;1.0;construcao_ferramentas_construcao
13172;O produto que comprei chegou quebrado e as pilhas totalmente amassadas;15.0;18.23;boleto;280.0;2;MG;SP;1.0;eletronicos
56860;Fiz os pedidos de três produtos dois chegaram um uma mochila rosa não foi entregue e as Lojas lannister não consegue dar detalhes da onde esta o pedido inconformada.;30.9;9.11;credit_card;253.0;1;RJ;MG;1.0;papelaria
92896;"Boa loja
";79.9;15.77;voucher;247.0;3;SP;PR;1.0;ferramentas_jardim
73991;"Eu fiz o pedido de duas Bíblias na cor azul, mas recebi na cor preto.
Quero trocar ao menos uma pela cor certa (azul).

Att.";135.0;19.19;credit_card;1047.0;3;SC;RJ;2.0;livros_interesse_geral
53850;Estou aguardando ainda o recebimento do produto.;138.0;34.51;voucher;1561.0;1;RJ;SP;2.0;industria_comercio_e_negocios
67019;Pedido ainda não foi totalmente entregue. Continuo aguardando pois ainda não expirou o prazo de entrega.;165.5;15.8;credit_card;245.0;3;DF;PR;1.0;informatica_acessorios
116571;Só chegou uma central multimidia sendo que eu comprei 2;418.9;18.03;credit_card;2122.0;1;RJ;SP;2.0;automotivo
1345;O prazo de entrega já expirou. Eu não recebi o produto. Já entrei em contato com o site e até o momento não recebi NENHUM retorno, nem da targaryen e nem do site lannister.;175.0;15.98;credit_card;232.0;1;RJ;SP;1.0;audio
66376;Só entregaram metade do pedido por enquanto ;59.9;14.17;credit_card;2262.0;3;RJ;SP;4.0;moveis_decoracao
111434;comprei a maquina com 2 bastidores extras, entretanto veio faltando o bastidor de bolso, fiz diversos contatos com a loja e email porem sem retorno. Aguardo contato e resolução do problema;3999.0;195.76;credit_card;2209.0;2;DF;SP;5.0;eletroportateis
76882;Sou cliente da lannister a muito conforme comprova nos pedidos agora receboo meu pedido faltando itens. Comprei 6 itens e veio apenas 5, como que envia faltando. Quero uma solução rápida e imediato.;60.0;28.19;credit_card;264.0;1;SP;SP;2.0;moveis_decoracao
96379;A caixa veio bem amassada parecia um produto usado um dos dvds chegou com a caixa quebrada, (a borda), os outros vieram lacrados, mas tinha um brinde.;62.9;18.32;boleto;3658.0;2;RS;SP;1.0;livros_tecnicos
51564;Veio com um vidro estragado;289.99;28.33;boleto;407.0;2;RS;SC;1.0;utilidades_domesticas
4821;Desde o dia 24/04 este produto está na sede dos correios em Jacarepaguá e não foi entregue.. Estive no local no dia 28/04 e nenhum funcionário soube explicar.. Nota zero p o serviço;139.0;15.14;credit_card;511.0;1;RJ;ES;4.0;ferramentas_jardim
20804;Como o produto veio fora da caixinha, soltos no envelope, enviei as informações do lote e as fotos para a Amazon, onde fui informado que o lote não existia e que o produto provavelmente é falso;135.49;8.69;credit_card;2738.0;1;SP;SP;5.0;esporte_lazer
75204;A caixa veio com uma fita adesiva mal colocada que acabou soltando. Só depois de entrar com a caixa em casa percebemos que a caixa estava entreaberta. Mas felizmente o produto estava lá dentro ok.;42.0;15.1;credit_card;83.0;3;MG;SP;1.0;moveis_decoracao
20177;Não entendi o que houve. No site consta que meu pedido foi entregue, porém, não chegou a minha casa.;89.99;26.25;credit_card;1893.0;1;MG;MG;1.0;ferramentas_jardim
3846;Comprei duas cadeiras com o pé cromado, porém vieram 2 com os pés de plásticos..;219.99;35.7;credit_card;1180.0;3;SP;SP;1.0;moveis_escritorio
74608;o toner veio quebrado, a tinta espalhou na minha impressora, a impressao sai toda falhada, quero a devolução do dinheiro;18.65;12.69;boleto;851.0;1;SP;SP;3.0;informatica_acessorios
62313;S;61.99;27.49;credit_card;1257.0;3;SP;MA;1.0;beleza_saude
6070;Descosturou logo que abri o pacote;99.99;12.2;voucher;359.0;2;SP;SP;1.0;cama_mesa_banho
32415;Qualidade deixa a desejar pelo preço ;78.0;18.43;credit_card;319.0;2;GO;SP;4.0;relogios_presentes
77670;Não recebi o produto ;39.9;9.34;boleto;1230.0;1;SP;SP;1.0;brinquedos
86258;Foi feito estorno do produto , mas demora muito grande pra resolver o problema, mas resolvido;199.0;15.16;credit_card;330.0;2;RS;RS;1.0;cool_stuff
52884;So acho que deveria ser entregue todos juntos.;109.9;26.05;credit_card;474.0;3;PA;SP;4.0;fashion_bolsas_e_acessorios
95918;Realizei a compra de 3 unidades e recebi somente duas até o momento. Peço a gentileza de verificarem por favor.;78.9;6.52;credit_card;473.0;1;SP;PR;1.0;esporte_lazer
1355;Realizei a compra do produto e o mesmo ainda se encontra em trânsito, o sistema de monitoramento se mercadoria é horrível e as atualizações não são diárias muito menos simultâneas. Péssimo.;175.0;12.73;credit_card;232.0;1;SP;SP;1.0;audio
113796;fiz uma compra de duas garrafas super caras, recebi apenas uma. e o principal o filtro de quase 600,00 reais não vieram estar no meu e-mail como entregue. so tento recebido uma garrafa. gostaria resp.;63.0;46.12;credit_card;1414.0;1;PE;SP;1.0;esporte_lazer
9386;Pagamos caro para receber em casa (frete de R$95,00) e ainda não recebi o produto, não consigo retirar nos correios pois não deixaram o papel de retirada na minha casa. INSATISFEITA!!!!!;39.99;7.78;boleto;755.0;1;SP;SP;6.0;telefonia
54109;Após 20 dias aguardando a entrega, a compra foi cancelada. A loja oferece produtos por um preco baixo, mas não entrega e faz o cliente esperar prazos absurdos . Não recomendo esta loja.;1140.9;20.57;credit_card;3446.0;1;SP;SP;2.0;informatica_acessorios
26158;"olha eu comprei dois produtos mas so foi entregue apenas um? espero que entregue a memoria tambem...30 dias pra intregar um simples produto e muito descaso com o cliente; acredito eu...";29.9;15.1;credit_card;937.0;3;SP;SC;2.0;informatica_acessorios
24588;O lustre veio sem as lâmpadas ;196.8;29.92;boleto;676.0;2;MG;SP;2.0;moveis_decoracao
58563;O produto não foi entregue e não me foi prestado nenhum esclarecimento, seja pela lannister.com, seja pela targaryen, mesmo com as inúmeras tentativas de contato.;24.99;14.1;credit_card;825.0;1;DF;SP;5.0;fashion_bolsas_e_acessorios
8657;Nao recebi o produto;56.99;16.16;credit_card;381.0;1;RS;SP;1.0;cama_mesa_banho
40476;O produto que recebi não é o que mostra na imagem, recebi um totalmente diferente;19.79;12.79;credit_card;545.0;3;SP;SP;1.0;bebes
107424;Fiz a compra de 2produtos sendo um o sanitário ecopatio entregue no dia 04/02/17 podem o segundo produto que é o bebedouro não foi entregue como ficará está falta aguardo retorno !!;109.99;16.21;voucher;817.0;1;SP;PR;4.0;pet_shop
12603;Gostei muito do produto , e da rapidez da entrega.;34.99;15.1;credit_card;575.0;3;MG;SP;1.0;beleza_saude
69207;Produto arranhado!;39.99;15.79;credit_card;380.0;1;BA;SP;1.0;telefonia
80494;As panelas sao bonitas a mesma cor da foto porem achei pequenas mas sa boas;119.0;16.13;credit_card;614.0;3;SP;SP;1.0;esporte_lazer
97433;Adquiri duas memórias para um PC antigo, só recebi uma e estava com defeito. Entrei em contato através de duas mensagens e eles nem se deram ao trabalho de responder. O stark também decepcionou.;53.89;15.26;boleto;936.0;1;SP;RJ;2.0;consoles_games
33174;Produto ok;69.0;7.78;credit_card;128.0;3;SP;SP;7.0;fashion_bolsas_e_acessorios
60901;As toalhas não são boas, muito inferiores;284.9;19.24;credit_card;335.0;3;MG;SP;3.0;cama_mesa_banho
27070;Botei que não foi entregue, porque da compra que eu fiz de 4 produto da mesma nota só 1 veio.. estou esperando alguem entrar em contato;49.0;18.37;credit_card;366.0;2;RJ;SP;2.0;ferramentas_jardim
79404;muita demora para receber, e n NF nao estava presente o custo do frete....;220.0;17.3;credit_card;209.0;1;SP;MG;1.0;informatica_acessorios
87273;Comprei na cor amarelo, entregaram na cor rosa.;56.9;14.71;credit_card;212.0;2;SP;SP;1.0;cama_mesa_banho
29549;"o áudio dele não é bom, é muito baixo (além de o som parecer estar meio ""tampado""). Você coloca no volume máximo e quase não se escuta direito. Fora a qualidade que fica devendo e muito.";12.67;7.39;credit_card;176.0;1;SP;SP;1.0;cool_stuff
8007;Fiquei decepcionada com o que ocorreu. Comprei 2 saias para box queen e uma saia para box casal e dia 11/07, o correio entregou um pacote contendo apenas 1 saia para box casal, faltando 2 saias queen;24.9;6.46;credit_card;113.0;1;SP;SP;1.0;cama_mesa_banho
57645;Me senti lesada. Produto não funciona de jeito algum. É uma fraude. E por estar em um site de confiança jurei poder confiar no produto.;66.89;50.97;credit_card;2951.0;1;MA;SP;2.0;automotivo
115552;Atrasou na entrega de um item mas foi resolvido muito rapido;449.0;43.1;credit_card;705.0;3;SP;SP;2.0;moveis_cozinha_area_de_servico_jantar_e_jardim
43862;"não chegaram todos os produtos
está chegando cada dia um, em separado";22.49;25.54;voucher;198.0;1;RS;RJ;1.0;cama_mesa_banho
110085;Eu estou tentando cancelar faz tempo devido o valor do frete muito abusivo ;1.2;7.89;credit_card;232.0;1;SP;SP;3.0;beleza_saude
105058;"Cuidado com as compras nessa empresa targaryen. Trata-se de empresa sem nenhuma credibilidade!
Me sinto lesado, enganado e arrependido! Lojas lannister, espero que tome alguma providência urgentemente ";159.0;13.24;credit_card;1875.0;1;SP;MG;4.0;utilidades_domesticas
55257;O produto ainda não chegou;59.9;16.86;credit_card;295.0;3;GO;RJ;1.0;beleza_saude
82605;Fiz a compra de 02 bases e até o momento recebi somente 01. Acredito que se os produtos vem do mesmo local e a compra foi feita junta, a entrega também será realizada junta. Estou aguardando o contato;13.99;14.1;credit_card;935.0;1;RJ;SP;1.0;perfumaria
59437;Ainda não recebi. Já paguei! Absurdo! Falta de consideração pelo consumidor ... Procon;50.9;15.57;credit_card;473.0;1;RJ;SP;1.0;moveis_decoracao
15767;Comprei 2 lâmpadas e veio só uma;19.2;15.1;credit_card;354.0;2;MG;SP;1.0;eletrodomesticos
21604;Paguei por 24 baleiros e veio apenas 21 :(;67.9;16.73;credit_card;320.0;2;RJ;SP;1.0;artigos_de_festas
34189;Enviou o produto a mais de um mês, mas ainda não chegou e a loja nem um parecer me deu. Pode não ser culpa dela mas poderia acompanhar e fazer alguma coisa a respeito. ;49.99;16.11;credit_card;523.0;3;SC;SP;4.0;fashion_bolsas_e_acessorios
26876;Excelente Produto recomendo a todos do ML.;49.0;17.67;credit_card;341.0;3;RS;SP;2.0;ferramentas_jardim
39328;Não recebi os buchinhos só veio a nota fiscal em um carta ;10.9;3.8;credit_card;161.0;1;SP;SP;3.0;moveis_decoracao
22620;Ainda não usei o produto, chegou lacrado, só espero que seja original.;65.0;16.89;credit_card;1465.0;3;RJ;SC;1.0;esporte_lazer
3508;"- a compra foi efetuada em 30/01
- a emissão da nota fiscal emitida em 05/02
- até 16/03 ainda não recebemos a mercadoria
- que avaliação deveríamos dar a isto?
- desonestos? ineficientes? etc, et";79.99;30.4;credit_card;1135.0;1;PR;SP;1.0;moveis_escritorio
51406;Produto de péssima qualidade ! Nao parece nada com a foto do produto no site ! Vou devolver ! ;101.0;14.29;credit_card;576.0;1;SP;SP;4.0;moveis_decoracao
3106;estou tendo problemas com a entrega do produto é lamentável.;649.49;23.74;credit_card;3317.0;1;RS;SP;3.0;automotivo
92597;O produto no site aparece com as estampas mais bonitas, as cores mais vivas. Quando você recebe, o fundo da cortina não é branco e nem a estampa floral é tão bonita como aparece no site, parece velha.;89.0;23.42;credit_card;775.0;1;RJ;SP;1.0;cama_mesa_banho
27310;Aguardando a outra unidade q adquiri e paguei. ;49.0;17.67;credit_card;366.0;3;PR;SP;2.0;ferramentas_jardim
48074;Kd o rôdo?;23.9;15.11;boleto;561.0;2;RJ;SP;2.0;utilidades_domesticas
89833;Dos dois produtos listados como entregue , o único que veio foi a necessarie. O colar não chegou até o presente momento . ;46.56;7.78;credit_card;243.0;2;SP;SP;2.0;fashion_bolsas_e_acessorios
1099;Vocês deveriam passar algum contato direto com o fornecedor, minha encomenda ainda não chegou e agora ?;198.0;12.89;credit_card;582.0;1;SP;SP;1.0;relogios_presentes
114091;muito caro, e mesmo comprando mais itens, vai ficando mais caro...;16.9;10.96;voucher;815.0;2;SP;SP;4.0;perfumaria
39309;A qualidade da bola é inferior ao que eu estava esperando. Fiquei muito decepcionada quando a 1a firma não entregou o meu pedido, o que acabou ocasionando perda em termos de compra.;56.9;11.42;voucher;1248.0;1;SP;SP;3.0;beleza_saude
23503;Comprei 3 pendentes, 1 veio amassado. Reclamei e até agora não entraram em contato para me informar como vai fazer para me reembolsar.;38.4;17.92;credit_card;789.0;1;MT;SP;1.0;moveis_decoracao
63667;O produto não foi entregue e não recebi nenhuma satisfação apesar de já ter pago o boleto ;125.0;14.96;boleto;3830.0;1;SP;SP;1.0;esporte_lazer
14086;Produto veio diferente ao anuncuado. Liguei e só esperando o código para a devolução do produto e reembolso do valor pago.;45.0;86.21;boleto;162.0;1;RS;SP;1.0;bebes
13235;"O controle veio errado eu pedi controle de home theater da Philco 660n e veio LE- 798.
Como faço para trocar?";9.0;15.1;credit_card;429.0;1;RJ;SP;1.0;eletronicos
32319;Entregue corretamente, porém a carteira é muito grande.;49.0;15.1;credit_card;93.0;3;MG;SP;7.0;fashion_bolsas_e_acessorios
91331;Recebi um produto divergente, como efeito a troca?;29.99;18.31;credit_card;56.0;1;RS;SP;1.0;telefonia
15196;Só foi entregue o bebê conforto, a base não veio.;388.0;35.17;credit_card;872.0;3;PA;SP;2.0;bebes
45267;Comprei esperando um produto original e com selo do inmetro. Recebi 3 bonecos que são claramente falsificados, com embalagens amassadas e sem selo do Inmetro. ;49.0;19.32;credit_card;77.0;1;DF;SP;2.0;brinquedos
12205;Recebi a escova já testei, porém a potência dela é muito baixa mesmo na alta intensidade... Decepção total! Eu achei que fosse da marca ufree. Mas não me satisfez! E sobre a entrega veio tudo certinho;84.99;9.41;boleto;1495.0;1;SP;SP;3.0;beleza_saude
16731;Quanto a entrega , tudo bem . Mas o perfume não gostei , muito fraco. Fragrância muito diferente das opiniões que li na internet . ;264.5;10.21;credit_card;647.0;2;SP;SP;2.0;perfumaria
24025;Sr. Diretor| vieram apenas 2 unidades de luminária de cone pendente na cor amarelo, uma cx. com 10 lâmpadas led de 10 wats. FALTANDO UMA LUMINÁRIA PENDENTE DE COR BRANCA COM ABORDA DE COR AMARELO;32.99;21.5;credit_card;789.0;2;BA;SP;1.0;moveis_decoracao
116912;Só não gostei das fragrâncias, bem enjoativas e doces.;9.9;7.39;boleto;113.0;2;SP;SP;1.0;pet_shop
27410;Recebi um item só mais paguei por dois foi cobrado dois fretes coisa errada de se fazer como cobrar dois fretes por uma viagem e ainda me mandar um item só quero meus direitos urgente.;49.9;13.37;credit_card;366.0;1;SP;SP;2.0;ferramentas_jardim
34676;Vendeu um produto que não tinhas e demorou muito pra entrar em contato para cancelar o pedido. ;229.9;59.69;credit_card;337.0;1;RJ;SP;1.0;utilidades_domesticas
26031;comprei o cobertor e veio outro modelo.;179.9;10.01;credit_card;392.0;1;SP;SP;1.0;cama_mesa_banho
49076;entrega muitooooo demoradaa. não recomendo.;18.9;12.48;credit_card;190.0;1;PR;PR;1.0;eletronicos
43187;Um dos baldes veio com parafus quebrado, podem trocar com urgencia? obrigada.;123.9;13.21;credit_card;859.0;3;SP;SP;1.0;utilidades_domesticas
106427;O produto não foi entregue e quero cancelar pelo fato que comprei em outro lugar ;310.0;43.53;credit_card;673.0;1;SP;PR;4.0;construcao_ferramentas_construcao
97631;Estou muito chateado pois ainda não recebi e não tenho nenhuma satisfação a respeito, se vcs não resolverem logo com o envio viu procurar meus direitos pois já paguei.;44.99;26.89;credit_card;227.0;1;CE;SP;1.0;informatica_acessorios
19804;Fiz devolução porque tinha dois pedidos iguais.;139.0;61.35;credit_card;1893.0;3;PR;MG;1.0;informatica_acessorios
98798;É muito transparente, costura soltando e não veste como na foto, tenho outra capa, e essa sim é perfeita, sendo assim, não recomendo ninguém a comprar.;58.99;14.72;credit_card;582.0;2;SP;SP;1.0;cama_mesa_banho
68432;..;99.8;15.45;boleto;279.0;2;RJ;SP;1.0;esporte_lazer
59347;Nao recebi o produto;96.9;13.7;credit_card;124.0;1;SP;SP;1.0;cama_mesa_banho
118720;Produto não entregue, demoraram mais de um mês para me comunicar que não havia mais em estoque e que fariam o estorno no cartão de crédito. Frete muito caro.;64.9;25.33;credit_card;450.0;1;SP;CE;2.0;cool_stuff
29145;Comprei uma mochila e veio duas, e ainda por cima foi faturada a segunda sem eu saber. Me decepcionei dessa vez.;40.9;17.92;credit_card;231.0;2;SC;MG;1.0;papelaria
9002;"não chegaram todos os produtos
está chegando cada dia um, em separado";29.99;12.77;voucher;172.0;1;RS;SP;1.0;cama_mesa_banho
33011;Recomendaria a loja, porém o produto não recomendo para ninguém, é um relogio muito complicado.;49.0;7.6;boleto;600.0;1;SP;SP;3.0;relogios_presentes
37177;Bom dia. Comprei 2 produtos 01 ventilador de teto que ainda não recebi. e um filtro do squime que fui buscar no correio mesmo pagando frete.;33.0;26.3;credit_card;464.0;1;RJ;SP;3.0;esporte_lazer
106479;"Mais um vez veio faltando o item Kit Flor Artificial Orquídea Chuva De Ouro 10 Unidades 	Vendido e entregue por targaryen 	Qtd 1 
";18.04;8.54;credit_card;1629.0;1;SP;SP;1.0;moveis_decoracao
